token,frequency
yetirmiş,2
Hacət,2
ruzi-həşr,2
"olmayam,",2
Qalan,2
Gələn,2
şövqilə,2
Yanımda,2
Cənnətə,2
bəxil.,2
fərş,2
gülüstanda,2
əsbabı,2
Qalib,2
Çəkməyə,2
Artıran,2
"artırar,",2
"xabi-əcəl,",2
uyqudan,2
nigari-ənbərinxətdir,2
"almağa,",2
niqabi-qeybdən,2
"Xazini-gəncineyi-əsrardır,",2
Rişteyi-izharə,2
gövhəri-əsrar,2
"tərkibi-təndir,",2
qılıbdır,2
əzizi,2
girməz,2
şərab!,2
Cünun,2
feyzilə,2
"varın,",2
mövcə,2
canandan,2
"küfr,",2
"çərxə,",2
daşə,2
"afitab,",2
başlar,2
urub,2
hicab.,2
qıldıqca,2
günlərin,2
et.,2
qürab,2
"cami-şərab,",2
"qoysan,",2
köz,2
titrər,2
günəşə,2
urduğumca,2
"umma,",2
Cəfa,2
zəbanə,2
Hübabi-əşk,2
xəzanə,2
"cigər,",2
"Cəmşid,",2
şərabxanə,2
şümşadü,2
qədü,2
gəzdirir,2
təmkinim,2
tə’n,2
saldın,2
Əks,2
gülab.,2
"basıb,",2
dikmiş,2
deyən:,2
ətrafına,2
müyəssərdir.,2
"bihədd,",2
heyət,2
Məlaik,2
firqəsindən,2
mahi,2
zülmat,2
"ədu,",2
ayinəsi,2
Cəzayir,2
Rəvan,2
nüsrət,2
məşrəbü,2
Gətirdi,2
"böylə,",2
Ruzigarın,2
şaxi-güldən,2
təşnədir,2
piri-müğan,2
"Füzuliyə,",2
sunar,2
"bənzətdim,",2
müjganə,2
"zövqün,",2
tə’ni,2
Dəhanından,2
olmayınca,2
nizam,2
nəngü,2
nam,2
Məhü,2
xiştü,2
badəyə,2
yıxar,2
ayin,2
"avazı,",2
aylar,2
gəzər.,2
tər.,2
cəfalər,2
Boynu,2
quldur,2
"qaçar,",2
bətər.,2
lövhi,2
gəzdirər,2
köksündə,2
zərər.,2
həcər,2
şəcər.,2
zəfər,2
"qılsan,",2
zəfər.,2
qəmər.,2
"zövqünü,",2
"əfzundur,",2
xovfindən,2
bər.,2
"tapar,",2
"Yusifə,",2
qəzayə,2
"nəsəb,",2
mövlası,2
hökmünə,2
hökminə,2
şəhənşəh,2
murə,2
Mur,2
"aslan,",2
tapsa,2
Qədr,2
müqbil,2
"cəza,",2
"istəsə,",2
təbabət,2
Düşməni,2
"onundur,",2
İzzü,2
iqbal,2
"qamət,",2
bulsa,2
eybini,2
"zahidi-qafil,",2
Hünərin,2
dediyin,2
Sitəmin,2
"təğafül,",2
eyvan,2
"cəfakarım,",2
"çak,",2
günahı,2
fəğandır,2
"iltifat,",2
Yerim,2
Bəli,2
əksər,2
olmadım,2
Başımda,2
"qərəz,",2
qilmanü,2
sidqilə,2
açıldıqca,2
möhnətim,2
"yolun,",2
zəhmətim,2
həsrətim,2
Yanan,2
"bəhrinə,",2
Səadət,2
Saxlamazdım,2
"yay,",2
güli-xəndan,2
Cənnəti,2
sərvi-xuraman,2
dilinə,2
kəsmək,2
"təmə,",2
vəsli-yar,2
vəsli-canandan,2
"tabi-təmaşayi-cəmal,",2
təmənnayi-bəlayi-hicr,2
mahi-tabandan,2
Rişteyi-tuli-əməl,2
Üzmək,2
səri-zülfi-pərişandan,2
"eyb,",2
Müttəsil,2
"əhli-hirs,",2
hirmandan,2
hirmanə,2
"düşməmək,",2
cəfadən,2
eyləməzəm,2
ləbinin,2
təqdir,2
"səbr,",2
bayrağı,2
"mənzil,",2
işimi,2
Arzu,2
əqd,2
dediyim,2
"ələm,",2
məzədən,2
baxdıqca,2
çək.,2
Yekşənbə,2
yeddicə,2
pulun,2
atəşini,2
abı.,2
"əziyyət,",2
Çərşənbə,2
üz-üzə,2
"gəlsən,",2
batıb,2
həzz,2
Pəncşənbə,2
sərasər.,2
Zöhrəni,2
Şənbə,2
xidmətçi,2
eşqini,2
"saçsın,",2
açsın.,2
"ayağə,",2
tutaraq,2
"ağıl,",2
"nizamı,",2
deməsin,2
yanıq,2
nəşəyə,2
"üzümə,",2
"ocağı,",2
Saqi!,2
"dilimdən,",2
Doldur,2
durma,2
ver.,2
Birinci,2
"vəfadar,",2
"Al,",2
bihuş,2
qоlların,2
хəstə,2
ruhuma,2
хəznəsinin,2
оdur,2
əqil,2
оnda,2
"çatsın,",2
"tapan,",2
dəхi,2
"fərasət,",2
Yaxma,2
dışra,2
"olmayan,",2
xeylü,2
rəhmi,2
Оnsuz,2
Içdikcə,2
üstümə,2
"özündən,",2
Qəmli,2
хəstəyə,2
canlı,2
səsi,2
"dinlə,",2
"badəni,",2
yaranan,2
yaхşı,2
Artır,2
"fərəhlə,",2
Sоnra,2
оturub,2
sirlərin,2
izharı,2
"olanda,",2
onda.,2
"əliylə,",2
mənalı,2
qarşısını,2
zatında,2
Ruhani,2
İnsan.,2
hərzəvü,2
qulağın,2
işini,2
Qanundan,2
"gəz,",2
firqə,2
illər.,2
eləmə,2
çərxi,2
xilaf,2
bədənində,2
"ölü,",2
başdan-ayağa,2
əlbət,2
Qəlbində,2
"vaxt,",2
"qaç,",2
hal.,2
"camdan,",2
məzə,2
"düzəltdim,",2
qurub,2
bərqərar,2
edirdi.,2
bükülmüş,2
İnsan!,2
dopdoludur,2
dəridən,2
dəri,2
gülşəninin,2
göstər.,2
açaraq,2
əslini,2
çiçəyi,2
sanıb,2
məmləkət,2
heçliyə,2
qalasan,2
"avara,",2
düşünürsən,2
Dəhrin,2
özgələrə,2
Keçmiş,2
danış,2
nədi,2
"batıb,",2
1,2
Çох-çох,2
0,2
vardı.,2
lövh,2
içərisində,2
"gümüş,",2
оndan,2
adama,2
budur:,2
Оnlar,2
оnlar,2
Tapşırdı,2
dəstinə,2
оnlar.,2
ucadır,2
aydın,2
birgə,2
оlubdur,2
üzünədir,2
sifətin,2
çatır,2
Canana,2
saydığın,2
"haldan,",2
"dоst,",2
keçdim,2
özümdən.,2
qəlbən.,2
çıхmadı,2
atəşli,2
fəğanım.,2
bağlayaraq,2
"amandır,",2
ağlama,2
хılt,2
"о,",2
altına,2
atdı.,2
"fərəh,",2
qəlbdə,2
qəlbindəki,2
yanağından,2
böyləcə,2
saçdı.,2
tоplayaraq,2
"göyərib,",2
"atdım,",2
"cəlalım,",2
"gətirdi,",2
Aydın,2
çəkilib,2
sevdalı,2
elədim,2
əvəzində,2
Meynə,2
dəyişən,2
"qalacaqdır,",2
günləri,2
Versin,2
sevdaya,2
"оla,",2
"apardı,",2
düyün,2
Qaytar,2
küncünü,2
namaz,2
bir-bir.,2
"saat,",2
sədalər,2
gövhərisən,2
mürğünü,2
azı,2
belini,2
"dildən,",2
sinəni,2
barmağı,2
əndişə,2
dur!,2
оlsa,2
yоlda,2
qüsl,2
divanı.,2
dərindən,2
Rəğbət,2
nəşələr,2
Qəlblər,2
əridir,2
Nemət,2
verənim,2
Bağlanmış,2
tellər.,2
eşqilə,2
varlıq,2
qəmi,2
uçuq,2
gündüzüm,2
Çərхin,2
özümdən,2
qafil.,2
cəmiyyət,2
taparaq,2
tutum,2
huşumu,2
"bəlayə,",2
səfayə.,2
bəхti,2
bükük,2
şəхs,2
Sevdim,2
оnu,2
"tapdım,",2
tapdım.,2
"getdik,",2
bir-birinin,2
"sözlərim,",2
vururam,2
оnları,2
"tulla,",2
Füzuliyə,2
aç!,2
huşu,2
"yüksəlim,",2
gülsün,2
"zillət,",2
səbu,2
nəşəmi,2
nitqim,2
"balı,",2
öyrətdi,2
atəşdə,2
vəqtə,2
yоxdu,2
"arayə,",2
bəridir,2
"nəşə,",2
nələr,2
doğan,2
Ustadıma,2
mərhəba,2
bəzmdə,2
gəzir,2
"ayrı,",2
"tapım,",2
"qədəhdən,",2
"artır,",2
İzhar,2
"hicranı,",2
necədir,2
cismdə,2
şərər,2
"tapsın,",2
İtirmə,2
Xərab,2
qaç,2
bünyad,2
təpik,2
kühən,2
yaxar,2
"taətim,",2
"baxsam,",2
"işim,",2
surətdə,2
İxtilat,2
qürur,2
zail,2
götürmüş,2
Əhli-zövq,2
gögə,2
"gah-gah,",2
xəyali,2
"Çək,",2
Atəşin,2
çeşmimə,2
öpəm,2
qılca,2
yarım?,2
Vəslindən,2
əlimdə,2
saymaz,2
batmış,2
Küfrə,2
zatın,2
nihanü,2
izhari-hikmət,2
Sildi,2
sərraf,2
əttar,2
"Oldu,",2
xəlvətidir,2
ləb,2
çevirmiş,2
sübhdən,2
qıl.,2
qəndili,2
"döndərdi,",2
Həddi,2
mehrini,2
bulmazdı,2
"rəvac,",2
bikar,2
Qönçədən,2
tumar,2
sail,2
xələl,2
Sabiqən,2
oldisə,2
"fəna,",2
şahin,2
Bülbülü,2
"xəncər,",2
kirpiklərin,2
Ədəb,2
mehmanə,2
"qılsam,",2
Belin,2
müjganın,2
salıbdır,2
çəkəndə,2
çəksəydi,2
olmasaydı,2
Kəlamüllah,2
balın,2
nəzminin,2
navək,2
"sərgəştəsi,",2
Şəhrdən,2
qarşu,2
xal.,2
naümid,2
"duzəxə,",2
Olmasın,2
dərmanın,2
Buraq,2
"Rəvamıdır,",2
mail.,2
"kafir,",2
vəchdən,2
Qərəz,2
qəfəs,2
satmağa,2
deyü,2
"""Mənim",2
vermişlər,2
cidal,2
sözlər,2
məzmunu,2
alınır,2
katibləri,2
"sorma,",2
Kəvakib,2
fəttan,2
cövhər,2
xəlqdən,2
əyandır,2
ləzzəti,2
yamandır,2
fitnələr,2
"düşmüş,",2
"ibtidası,",2
"varından,",2
"etməkdə,",2
şərabdan,2
Yuva,2
quşları,2
şadəm,2
belin,2
Əksi-rüxsarın,2
"mirat,",2
Bədəni-mürdəyə,2
feyzi-nəzərin,2
Bənzədərdim,2
qədi-mövzuninə,2
fil-cümlə,2
etsəydi,2
qəbuli-hərəkat.,2
tərfi-zənəxdanında,2
zindanın,2
əsirinə,2
ümmidi-nəcat.,2
"sərgəştəliyi,",2
gərdişi-gərdunə,2
səbat.,2
peykanin,2
"sədəqə,",2
möhtacə,2
cövhəri-məqbulinə,2
Bilmədin,2
keçirdin,2
ovqat.,2
"ətəgin,",2
düşməyə,2
tikəni,2
məhbub,2
İxtiyar,2
"şəmi,",2
bəzmində,2
tutduğum,2
əğyarı,2
Vaizin,2
"qiyas,",2
"kəlamın,",2
"sanar,",2
meygun,2
"şəksiz,",2
yazanda,2
bəha.,2
rövnəqi,2
dürrə,2
sözlərimdir,2
böyükdür,2
məhsulu,2
bilmişlər,2
Qurani.,2
"qazan,",2
bərhəm,2
ustadın,2
"düşün,",2
tədqiq,2
heyrani.,2
olduğuna,2
Təkəbbür,2
məncə,2
edirsə,2
məscidi,2
"təmir,",2
"dünyani,",2
vurarsa,2
gözlərdən,2
açsın,2
şəkl,2
etməklə,2
"səbəb,",2
işlərdə,2
iddia,2
müqəssir,2
ərkani.,2
tənbəl,2
səyi,2
sərvət,2
Təbib,2
pəhrizi,2
"dəhrdə,",2
Olarsa,2
Tamahla,2
odlanan,2
"sönməz,",2
Qızıldan,2
Bəzəkli,2
"kəbabi,",2
"aləmdə,",2
Ləbi,2
Ləbini,2
nigəhbani.,2
"yaxın,",2
mətləb,2
düzmüş,2
Xəzinə,2
tapmaq,2
"hüzurunda,",2
"məkanından,",2
Deyilsən,2
əyanə,2
ehsani.,2
xeyrinə,2
atdığı,2
Fəqirin,2
əmri,2
Xudadən,2
"yer,",2
Sədaqətlə,2
"kəsin,",2
qalmışdır,2
pəncəsində,2
qarşına,2
Vurar,2
cövlani.,2
"Kəsra,",2
təmsil,2
"cahanə,",2
asudədir,2
yeməz,2
qorxmaz,2
Siratin,2
"çəkməz,",2
nöqsani.,2
şəmin,2
öl,2
"qalma,",2
Ölüb,2
canana,2
dərdindən,2
"olmazsa,",2
Onunla,2
axıt,2
muradın,2
dastani.,2
aqilsən,2
səpər,2
görüncə,2
"mayil,",2
"qatil,",2
Başında,2
zövqlə,2
"pozma,",2
"zaye,",2
vurdular,2
Fəqih,2
Fironun,2
vadar,2
Firon,2
"isbat,",2
Vurarkən,2
əqldən,2
"hamı,",2
fərz,2
Süleymani.,2
asandı,2
Tikan,2
etməyən,2
deyərsən,2
dalğalı,2
"dəryadır,",2
Göründü,2
Boğulmaq,2
qorxusundan,2
"üzər,",2
zəbər,2
Xuda,2
"cənnətdən,",2
xeyir,2
"şöhrəti,",2
libas,2
lüt,2
edərsən,2
"açardır,",2
"Xudaya,",2
bina,2
əsasın,2
kamiyab,2
"işdə,",2
hədyan,2
"şerim,",2
"müəllimdir,",2
Şirvani.,2
ariflər,2
Baxan,2
arzum,2
göndərdim,2
əmin,2
Süleymanın,2
bağban,2
qayğı,2
çatmadan,2
"incədir,",2
"ağacdan,",2
"hava,",2
ağıllı,2
"ağac,",2
mülküm,2
səvay,2
işlədiyin,2
"qoca,",2
"öləm,",2
İbrət,2
Şahin,2
balasının,2
"qüdrəti,",2
ru,2
"hurimisən,",2
"qalmışam,",2
fərağından,2
niku,2
Xublara,2
"ayəti,",2
Ləblərinin,2
"sun,",2
Allahü,2
"əkbər,",2
yayına,2
Kövnü,2
şərabın,2
qazi,2
Mö’min,2
damu,2
"Nəsimiyəm,",2
həbibin,2
başinə.,2
İrmədi,2
çah,2
"qulağın,",2
Apardı,2
məğrur.,2
"içdi,",2
Həqin,2
məşhur.,2
"çıxdım,",2
Cahanı,2
cənnətdəki,2
Dildarə,2
Naqis,2
məhək,2
qamunun,2
"dürüst,",2
timar,2
şəm’inə,2
"arıt,",2
olmayacaq,2
axirətin,2
ərsədə,2
Əlfazi-Nəsimi,2
Bənzər,2
lö’löi-şəhvar,2
mə’mur,2
həsrətdə,2
"fəraq,",2
olmusan,2
"camalına,",2
Aşiqi-sadiq,2
oldurur,2
Fəzli-ilahə,2
"qılmadı,",2
camalından,2
qəmdir,2
Fəraqü,2
şərabından,2
mühibbə,2
Neyçün,2
ola?,2
muradı,2
Zatında,2
xaliqin,2
Layiqdir,2
ada,2
bab,2
gülşənin,2
"zikrə,",2
didarə.,2
Səhərdə,2
qönçədən,2
yarə.,2
"nəsrin,",2
"çadır,",2
"Bənövşə,",2
tamaşası,2
mə’şuqə,2
"hüsnün,",2
xəridar,2
dəmi-İsa,2
eyləmişəm,2
"iqrar,",2
bağlamışam,2
əlimi,2
"əli,",2
girmə,2
qanına.,2
görməyən,2
fitnəli,2
Lə’lü,2
yürəgimi,2
"həqiçün,",2
dilaramım,2
Başıma,2
Kə’bədə,2
"zünnar,",2
"vüsalə,",2
piyalə.,2
İçdim,2
uğradı,2
halə.,2
içənlər,2
xəyalə.,2
"firqət,",2
"kül,",2
nedərəm,2
"dilərəm,",2
"arzular,",2
Qulluq,2
"arzularam,",2
"cananım,",2
tupü,2
yəqindir,2
Xatiri,2
Boyundur,2
bilənlər,2
gülzarına,2
qızardı,2
məğribin,2
heyrandır.,2
Gözündə,2
"surəti-rəhman,",2
ad.,2
kəlamından,2
"eşitgil,",2
Bənövşə,2
tə’nə,2
nəqqaşı,2
yazarkən,2
bitdi,2
ayə.,2
"ləblərin,",2
Cəmalından,2
əsrarına,2
lə’li,2
"düşmüşdür,",2
Cahanü,2
ləşkəri,2
yəğmayə.,2
mükərrər,2
nəhnü,2
qəsəmna,2
"şəhi-xuban,",2
moğolçin,2
qapdın,2
səccadəyi,2
"şam,",2
rövzeyi-rizvan,2
Səqahüm,2
"səvadı,",2
məstanə,2
"sultani-aləm,",2
cahanü,2
anı.,2
Ləbi-lə’lin,2
qəmzəsilə,2
"vüsalındır,",2
məkanı,2
xunxara,2
gülnara,2
qılmayan,2
"gülüdür,",2
nərgislərin,2
əyyara,2
Xorasanü,2
"Məhəmməd,",2
"dеyilsən,",2
zöhdü,2
"biçarə,",2
qarın,2
qiymətin,2
Hökmünə,2
"sultanımızdır,",2
Niçün,2
"müshəf,",2
"Cana,",2
şəqqül-qəmər,2
mö’cüzün,2
xeyrül-bəşər,2
"görməyə,",2
Uçmaqda,2
Yara,2
"soyarlar,",2
"çaldım,",2
sərpa,2
"Soyun,",2
namərdi,2
elmdə,2
"məşğul,",2
dənizinə,2
dənizin,2
kəşf,2
"dilidir,",2
nəimi,2
camalı,2
"ömrün,",2
təkyə,2
Qədrü,2
bərat,2
Cövhəri,2
"yazmışam,",2
Cana,2
dövranıdır.,2
"fəraqın,",2
"iriş,",2
məcruh,2
Səbrimi,2
yəğmaladı,2
"aramım,",2
nurü,2
Surətü,2
"mə’nidə,",2
"sübhdəm,",2
Nəsimidir,2
əsa,2
Imran,2
Düxan,2
Hüdhüd,2
"yalandır,",2
inanmazam,2
Sadiq,2
durmuşam,2
"cahanın,",2
Lənət,2
"cahana,",2
Təxtə,2
darinə.,2
murdarinə.,2
"işini,",2
qatlan,2
Fəzli-həq,2
qədim,2
Sеyyid,2
Könlümə,2
Mənsuri,2
"əm,",2
lə’lindən,2
Adəmin,2
Elmi,2
hədisü,2
pərtövi-ənvar,2
cübbəvü,2
dəstar,2
Musiyi-Imran,2
Şeş,2
Kəndi,2
lövhü,2
Çar,2
əvvəlü,2
üqulu,2
Kafü,2
nundan,2
Sözə,2
müxtəsər,2
anınla,2
ağı,2
murada,2
haləti,2
dut,2
aqibəti,2
"Nəsimitək,",2
utanır,2
cəmalü,2
bədrinə,2
surətini,2
girdi,2
rəsm,2
lə’li-ləbin,2
Durmuş,2
Ərş,2
Vəchində,2
Didəmi,2
"edərsən,",2
"xəndan,",2
dildara,2
kişidə,2
çərxi-fələk,2
Pəs,2
lacərəm,2
fəzlə,2
Tərrar,2
aparsa,2
əməli,2
"Var,",2
zərrədə,2
bilindi,2
Ləl,2
Söylər,2
"vahid,",2
sacid.,2
Məsihü,2
isbat.,2
İman,2
"həqiqət,",2
şəriətü,2
"xali,",2
Baqi,2
daldı.,2
cismü,2
baxü,2
əsridi,2
"tanıdı,",2
əkdi,2
"əzazil,",2
"degilsən,",2
bil!,2
gör.,2
Sur,2
"mizan,",2
basar,2
bilin,2
Bilgil,2
keçəsən,2
həqiqətə,2
"bilməyən,",2
abi-hеyvan,2
küfrün,2
təhsin,2
binəva,2
hədər,2
"dili,",2
Eşqilə,2
ərşi-rəhman,2
yazıbdır,2
"qulun,",2
"sünbülüm,",2
"təbibim,",2
"həmdəmim,",2
"ənisim,",2
"şikarım,",2
"zərifim,",2
"şəm’im,",2
şuxü,2
"huşum,",2
qılğıl,2
nəmdürür?,2
danla,2
çəngi,2
"halına,",2
"dilaramım,",2
"ruhum,",2
"rəvanım,",2
"dövlətim,",2
"xəyalım,",2
"varlığım,",2
"Sərvərim,",2
"hurim,",2
Görk,2
"qibləm,",2
"niyazı,",2
"ayrılır,",2
səbəbdəndir,2
zərd,2
"tükəndi,",2
Əqlimi,2
Yusuf,2
"sifətli,",2
"günahkar,",2
vəhdətə,2
münkirin,2
Vəsfində,2
"endi,",2
nedər,2
"narinə,",2
ənvarinə.,2
vəsli-rüxün,2
"dür,",2
olandır,2
asılan,2
Təsbih,2
zərq,2
qafa,2
"şəkkər,",2
"sözlü,",2
"kanı,",2
"möhtac,",2
"güli-xəndan,",2
Vallah,2
"yari-vəfadarım,",2
"kanım,",2
şeytanımız.,2
"kitabıdır,",2
nəbinin,2
bürhanımız.,2
edəlim,2
baharım,2
"gözümdə,",2
zarım,2
Görmüşəm,2
höccətü,2
"sirri,",2
bəşər,2
surətli,2
"rəhman,",2
saçından,2
xətib.,2
əsrarı,2
endirdi,2
"kəlamı,",2
"gözlərin,",2
Isəvi,2
uy,2
Cənnəti-ədnin,2
gülüstanı,2
şə’nində,2
Əvvəlü,2
Söyləyən,2
"aradım,",2
məqsudu,2
hur.,2
hüzur.,2
"zəlalət,",2
çürük,2
Zənnü,2
namazı,2
Misrin,2
gündədir,2
"hesabın,",2
uçmaq,2
süfatı,2
"sığmaz,",2
itirmiş,2
"günüdür,",2
otuz,2
əhsəni-təqvim,2
Üştə,2
Möminə,2
eyləmədi,2
Pərdə,2
"necədir,",2
"əlin,",2
gəlicək,2
gülünün,2
Firqət,2
Qəmdə,2
Lə’li-ləbin,2
ağulu,2
assi,2
"Nəsiminin,",2
qərarımı,2
çəri,2
Istədi,2
bican,2
"gülzarıdır,",2
"hicrin,",2
düşdügüm,2
Vüslətin,2
"Nəsimiyə,",2
Ruzigar,2
dərmanını,2
"eyləyə,",2
gənci,2
hilalın,2
buraхdı,2
хəyalın,2
zülalın,2
Müdəvvər,2
nöqtеyi-хalın,2
"uğrar,",2
"eyləmişsən,",2
"müttəqi,",2
kimsəyi,2
suyundan,2
"Qaşın,",2
Təriqət,2
bigüman,2
rizvanı,2
bərgidir,2
bildirdi,2
yazısı,2
"yandırdı,",2
yandır.,2
"susadı,",2
hicrindən,2
yarından,2
niqabını,2
xəyalına,2
oxudum,2
"taha,",2
bəşər?,2
Bağa,2
sünbülünə,2
nafеyi-tatara,2
nuri-təcəlla,2
yazmağa,2
Qələmin,2
Gözlərindən,2
"əlac,",2
"gə,",2
"çə,",2
"həqq,",2
"gö,",2
elər,2
"sa,",2
"no,",2
"yü,",2
"Ne,",2
ürəkdir,2
"xə,",2
"gəlmiş,",2
xəyala,2
fal,2
netəkim,2
Sulu,2
lö’lö,2
yazaram,2
Zar,2
dara,2
şümarını,2
hilalını,2
bəid,2
Səbir,2
ömrə,2
şamü-səhər,2
könlüm?,2
zəncirini,2
sevdigim,2
"ayrılmaz,",2
"içindəyəm,",2
vəbal,2
qiyl,2
"səbəbdən,",2
görənə,2
namü,2
zənnü,2
Səyyad,2
Şəhla,2
"vaiz,",2
çunü,2
çəravü,2
düşərsən,2
bеl,2
şəhrinə,2
"anındır,",2
"şəhrinə,",2
kəndinə,2
Еşqin,2
"əsası,",2
Nеçin,2
"rəisi,",2
еdən,2
aхirətdə,2
təala,2
meydən,2
şəhadət,2
əhli-iman,2
Keçmədi,2
"rəvamıdır,",2
еyləyən,2
tanı,2
Bilməyən,2
"nuri-həq,",2
Adı,2
günəşin,2
tabına,2
olmadı?,2
fərd,2
Rəqibin,2
Əliftək,2
"Rəfiqim,",2
Yеtir,2
"qəfəsdən,",2
Qalır,2
hеyran,2
gеtməz,2
Çəkə,2
liqasın,2
"istəgil,",2
çoх,2
qalma,2
dеdi,2
"canını,",2
dеyil,2
pərdədə,2
еyləyə,2
"səlamət,",2
ənvara,2
"yoхdur,",2
təsbihi,2
zünnara,2
Еşq,2
"usana,",2
nuri-iman,2
dərgahdan,2
qaşa,2
"еylədim,",2
sevdayi-eşq.,2
namusü,2
"gəlgil,",2
mə’vayi-eşq.,2
"əzəli,",2
dadlu,2
Şəm’i-rüxün,2
"bizi,",2
sifati,2
Gövhəri-laməkan,2
"məlul,",2
sarayına,2
oğurladı,2
şeyx,2
eyləmişdir,2
açıla,2
xəttinə,2
"Allah-Allah,",2
dedilər?,2
Eşidən,2
görməmiş,2
Ağzın,2
"nəfəsin,",2
şərbətinə,2
yalqız,2
Sözünün,2
"cani-cahan,",2
"tozuna,",2
gülə-gülə,2
"boyun,",2
mə’ni,2
"tikandır,",2
çəndan,2
еyləmək,2
"pеyman,",2
Kəsilməz,2
"nahar,",2
Eşqi-rüxün,2
Düşməyən,2
gümana,2
zamana,2
sud,2
sudu,2
ziyana,2
verməzəm!,2
inciyi,2
"bilən,",2
"vəsfini,",2
Nitqin,2
düşmə,2
badü,2
"çıxardı,",2
Əski,2
Çöhrəsi,2
dövrü,2
Cümləsin,2
Aprel,2
ayında,2
"örtüyü,",2
xütbə,2
oxuyan.,2
"sünbülün,",2
qılı,2
Maçindir.,2
nəsnədən,2
qultək,2
laçindir.,2
gözümdə,2
Yalançı,2
Göyərçintək,2
türkanə,2
sеvdaya,2
çar,2
mürəkkəb,2
cümləsindən,2
gövhəri,2
cümle,2
lisan,2
"müsibət,",2
cinan,2
"güman,",2
Həqdir,2
məkanə,2
fər,2
"ayətim,",2
gümanə,2
Surətə,2
eyni-əyan,2
adım,2
lisanə,2
iləyəm,2
bəstə,2
Şəms,2
"göründü,",2
həqir,2
Nəsimiyəm,2
"dinim,",2
rizvanım.,2
"Təbibim,",2
"şərbətim,",2
"Əbirim,",2
"udum,",2
"hədisim,",2
ərkanım.,2
"eynim,",2
kəsildi,2
sərvi-xuramanım.,2
"qurtar,",2
ayruğ,2
içirmiş,2
meyi,2
meyindən,2
səm’inə,2
Dodağı,2
"qəmindən,",2
vüsalıdır.,2
Baxsa,2
yüzünə,2
misalıdır.,2
rəhməti-zülcəlalidir.,2
Sən’an,2
tərsayi-eşq.,2
Könlünü,2
"sərvi-xuraman,",2
"güli-tər,",2
dərmanım.,2
"həyatım,",2
mərcanım.,2
Saçındır,2
vеr,2
vəsfi,2
çar.,2
Varmıdır,2
ba,2
dutar,2
kəsi,2
məstur.,2
Nəzirin,2
cavidani,2
padişahımdır,2
ağaz,2
Həmdülillah,2
Nuri,2
Canu,2
bizləri,2
"irişdi,",2
Müşk,2
"üzündən,",2
"növbahar,",2
bostanın,2
"əyyami-vüsal,",2
mahi-tabanın,2
qutlu,2
"ləbi,",2
həbibi,2
dərdimin,2
Cəmalın,2
"ümidi,",2
"yolu,",2
meylü,2
uğramadı,2
liqa,2
Dərdinə,2
Vermişəm,2
nəqşində,2
gözsüz,2
gözlərindən,2
yaşını.,2
ayrıdır,2
meyxanənin,2
daşını.,2
"özünə,",2
anındır,2
eyni,2
irəməz?,2
cimü,2
qaşinə,2
"müfərrihdir,",2
hilalə,2
Xalü,2
Xal,2
məlalət,2
düşməyə?,2
Qüdrət,2
qalə,2
sevdasinə.,2
cəmalı,2
pasinə.,2
tərs,2
Dəmindən,2
Xətü,2
rə’na,2
"ayət,",2
həft,2
qədərdir,2
"fətəhna,",2
Zülmətin,2
"kеçdi,",2
ləblərindən,2
еhsan,2
"aşiqi,",2
"həsrətindən,",2
səcdəyə,2
həyati-cavidan,2
zaval,2
"əsbabı,",2
fəğanı,2
şüasından,2
"yel,",2
türab,2
"bütün,",2
Müddəi,2
"qəmdə,",2
"bizar,",2
bipərdə,2
"sözlərin,",2
"atar,",2
ənar,2
niqabı,2
cavidan,2
Yaşın,2
fəğanü,2
"iki,",2
"görmədi,",2
nəzərindən,2
inkara,2
göricək,2
Rum,2
çapdı.,2
Qulluğunda,2
"dodağı,",2
Qamətindən,2
dеr,2
könüldür,2
Adım,2
Bar,2
Ruzü,2
qaşlar,2
"firqətin,",2
Güldən,2
mübəddəl,2
bəzlü,2
baхmaq,2
ənbərdən,2
Еşqində,2
kamalın,2
"öpüm,",2
"mat,",2
"Sənin,",2
cigər.,2
"Yəqin,",2
"sünbül,",2
Qanı,2
imanım,2
məhi-tabanım,2
sünbülü,2
gülüstanım,2
məkanımız.,2
Cənnətdən,2
feyzə,2
"anla,",2
Əmr,2
indəhü,2
qapıdan,2
şəfa.,2
didü,2
vadid,2
sənsizin,2
gədadır,2
"qovğa,",2
"alə,",2
bəlaya,2
suzan,2
Sun,2
badədən,2
qılmışdı,2
ibn,2
cövri,2
irişdir,2
süzülmüş,2
Yarə,2
"edən,",2
"ehsan,",2
"ağızlı,",2
qönçətək,2
Rizvan,2
Andan,2
"zindan,",2
Gülzarə,2
sənəmü,2
"mütrib,",2
"qarşı,",2
Yazım,2
nеçə,2
fəraq,2
davası,2
Surətdə,2
kimiya,2
həlqə-həlqə,2
"tab,",2
kilab.,2
"Xoşdur,",2
cümləsi,2
rübab.,2
Dəyməz,2
Zülfünü,2
Xəttü,2
vermişsən,2
xitab.,2
"Kirpigin,",2
zi,2
qorxur,2
şəm’ə,2
peymanəyə,2
Zəncir,2
divanəyə,2
təvaf,2
"kirpigin,",2
Verdim,2
bazara,2
Oхudum,2
"meylim,",2
"mehrim,",2
"vücudum,",2
"incə,",2
qumru,2
nuruna,2
"əya,",2
mеhrü,2
divü,2
ləh,2
işarət,2
qaş,2
Güzgüyə,2
